ポケモン名,フォルム名,経路,レベル,技名
タネボー,通常,わざマシン,,のろい
タネボー,通常,わざマシン,,うらみ
タネボー,通常,わざマシン,,まもる
タネボー,通常,わざマシン,,ギガドレイン
タネボー,通常,わざマシン,,こらえる
タネボー,通常,レベルアップ,12,ころがる
タネボー,通常,わざマシン,,みねうち
タネボー,通常,わざマシン,,ねごと
タネボー,通常,レベルアップ,27,こうごうせい
タネボー,通常,わざマシン,,あまごい
タネボー,通常,レベルアップ,24,にほんばれ
タネボー,通常,わざマシン,,にほんばれ
タネボー,通常,わざマシン,,シャドーボール
タネボー,通常,わざマシン,,からげんき
タネボー,通常,わざマシン,,がむしゃら
タネボー,通常,レベルアップ,6,おどろかす
タネボー,通常,わざマシン,,タネマシンガン
タネボー,通常,わざマシン,,マジカルリーフ
タネボー,通常,レベルアップ,18,しっぺがえし
タネボー,通常,タマゴ,,なやみのタネ
タネボー,通常,レベルアップ,30,ふいうち
タネボー,通常,タマゴ,,つじぎり
タネボー,通常,わざマシン,,タネばくだん
タネボー,通常,わざマシン,,エナジーボール
タネボー,通常,わざマシン,,わるだくみ
タネボー,通常,タマゴ,,きりばらい
タネボー,通常,わざマシン,,リーフストーム
タネボー,通常,わざマシン,,くさむすび
タネボー,通常,わざマシン,,イカサマ
タネボー,通常,わざマシン,,グラスフィールド
タネボー,通常,わざマシン,,グラススライダー
タネボー,通常,わざマシン,,テラバースト
タネボー,通常,わざマシン,,くさわけ
コノハナ,通常,わざマシン,,つるぎのまい
コノハナ,通常,レベルアップ,1,たいあたり
コノハナ,通常,わざマシン,,のしかかり
コノハナ,通常,タマゴ,,とっしん
コノハナ,通常,わざマシン,,とっしん
コノハナ,通常,わざマシン,,すてみタックル
コノハナ,通常,わざマシン,,けたぐり
コノハナ,通常,レベルアップ,1,すいとる
コノハナ,通常,レベルアップ,18,メガドレイン
コノハナ,通常,タマゴ,,やどりぎのタネ
コノハナ,通常,レベルアップ,9,せいちょう
コノハナ,通常,レベルアップ,0,はっぱカッター
コノハナ,通常,わざマシン,,ソーラービーム
コノハナ,通常,わざマシン,,あなをほる
コノハナ,通常,タマゴ,,でんこうせっか
コノハナ,通常,レベルアップ,1,かたくなる
コノハナ,通常,わざマシン,,スピードスター
コノハナ,通常,わざマシン,,ドわすれ
コノハナ,通常,レベルアップ,1,だいばくはつ
コノハナ,通常,わざマシン,,ねむる
コノハナ,通常,わざマシン,,いわなだれ
コノハナ,通常,わざマシン,,みがわり
コノハナ,通常,わざマシン,,どろぼう
コノハナ,通常,わざマシン,,のろい
コノハナ,通常,わざマシン,,うらみ
コノハナ,通常,わざマシン,,まもる
コノハナ,通常,わざマシン,,こわいかお
コノハナ,通常,わざマシン,,ギガドレイン
コノハナ,通常,わざマシン,,こらえる
コノハナ,通常,レベルアップ,12,ころがる
コノハナ,通常,わざマシン,,みねうち
コノハナ,通常,レベルアップ,1,いばる
コノハナ,通常,わざマシン,,ねごと
コノハナ,通常,レベルアップ,30,こうごうせい
コノハナ,通常,わざマシン,,あまごい
コノハナ,通常,レベルアップ,36,にほんばれ
コノハナ,通常,わざマシン,,にほんばれ
コノハナ,通常,わざマシン,,じこあんじ
コノハナ,通常,わざマシン,,シャドーボール
コノハナ,通常,レベルアップ,1,ねこだまし
コノハナ,通常,わざマシン,,さわぐ
コノハナ,通常,レベルアップ,1,いちゃもん
コノハナ,通常,わざマシン,,からげんき
コノハナ,通常,わざマシン,,かわらわり
コノハナ,通常,わざマシン,,はたきおとす
コノハナ,通常,わざマシン,,がむしゃら
コノハナ,通常,レベルアップ,1,おどろかす
コノハナ,通常,わざマシン,,ウェザーボール
コノハナ,通常,レベルアップ,1,エアカッター
コノハナ,通常,わざマシン,,エアカッター
コノハナ,通常,わざマシン,,がんせきふうじ
コノハナ,通常,レベルアップ,43,じんつうりき
コノハナ,通常,わざマシン,,タネマシンガン
コノハナ,通常,わざマシン,,マジカルリーフ
コノハナ,通常,レベルアップ,57,リーフブレード
コノハナ,通常,レベルアップ,24,しっぺがえし
コノハナ,通常,わざマシン,,なげつける
コノハナ,通常,タマゴ,,なやみのタネ
コノハナ,通常,レベルアップ,50,ふいうち
コノハナ,通常,わざマシン,,あくのはどう
コノハナ,通常,タマゴ,,つじぎり
コノハナ,通常,わざマシン,,タネばくだん
コノハナ,通常,わざマシン,,エナジーボール
コノハナ,通常,わざマシン,,わるだくみ
コノハナ,通常,タマゴ,,きりばらい
コノハナ,通常,わざマシン,,リーフストーム
コノハナ,通常,わざマシン,,くさむすび
コノハナ,通常,わざマシン,,ローキック
コノハナ,通常,わざマシン,,イカサマ
コノハナ,通常,わざマシン,,バークアウト
コノハナ,通常,わざマシン,,グラスフィールド
コノハナ,通常,わざマシン,,ソーラーブレード
コノハナ,通常,わざマシン,,グラススライダー
コノハナ,通常,わざマシン,,うっぷんばらし
コノハナ,通常,わざマシン,,テラバースト
コノハナ,通常,わざマシン,,くさわけ
コノハナ,通常,わざマシン,,ひやみず
ダーテング,通常,わざマシン,,つるぎのまい
ダーテング,通常,タマゴ,,ふきとばし
ダーテング,通常,タマゴ,,たいあたり
ダーテング,通常,わざマシン,,のしかかり
ダーテング,通常,タマゴ,,とっしん
ダーテング,通常,わざマシン,,とっしん
ダーテング,通常,わざマシン,,すてみタックル
ダーテング,通常,わざマシン,,はかいこうせん
ダーテング,通常,わざマシン,,けたぐり
ダーテング,通常,タマゴ,,すいとる
ダーテング,通常,タマゴ,,メガドレイン
ダーテング,通常,タマゴ,,やどりぎのタネ
ダーテング,通常,タマゴ,,せいちょう
ダーテング,通常,タマゴ,,はっぱカッター
ダーテング,通常,わざマシン,,ソーラービーム
ダーテング,通常,わざマシン,,あなをほる
ダーテング,通常,タマゴ,,でんこうせっか
ダーテング,通常,タマゴ,,かたくなる
ダーテング,通常,わざマシン,,あやしいひかり
ダーテング,通常,わざマシン,,スピードスター
ダーテング,通常,わざマシン,,ドわすれ
ダーテング,通常,タマゴ,,だいばくはつ
ダーテング,通常,わざマシン,,ねむる
ダーテング,通常,わざマシン,,いわなだれ
ダーテング,通常,わざマシン,,みがわり
ダーテング,通常,わざマシン,,どろぼう
ダーテング,通常,わざマシン,,のろい
ダーテング,通常,わざマシン,,きしかいせい
ダーテング,通常,わざマシン,,うらみ
ダーテング,通常,わざマシン,,まもる
ダーテング,通常,わざマシン,,こわいかお
ダーテング,通常,わざマシン,,こごえるかぜ
ダーテング,通常,わざマシン,,ギガドレイン
ダーテング,通常,わざマシン,,こらえる
ダーテング,通常,タマゴ,,ころがる
ダーテング,通常,わざマシン,,みねうち
ダーテング,通常,タマゴ,,いばる
ダーテング,通常,わざマシン,,ねごと
ダーテング,通常,タマゴ,,こうごうせい
ダーテング,通常,わざマシン,,あまごい
ダーテング,通常,レベルアップ,1,にほんばれ
ダーテング,通常,わざマシン,,にほんばれ
ダーテング,通常,わざマシン,,じこあんじ
ダーテング,通常,わざマシン,,シャドーボール
ダーテング,通常,タマゴ,,ふくろだたき
ダーテング,通常,タマゴ,,ねこだまし
ダーテング,通常,わざマシン,,さわぐ
ダーテング,通常,わざマシン,,ねっぷう
ダーテング,通常,タマゴ,,いちゃもん
ダーテング,通常,わざマシン,,おにび
ダーテング,通常,わざマシン,,からげんき
ダーテング,通常,わざマシン,,ちょうはつ
ダーテング,通常,わざマシン,,かわらわり
ダーテング,通常,わざマシン,,はたきおとす
ダーテング,通常,わざマシン,,がむしゃら
ダーテング,通常,わざマシン,,ふういん
ダーテング,通常,タマゴ,,おどろかす
ダーテング,通常,わざマシン,,ウェザーボール
ダーテング,通常,レベルアップ,1,エアカッター
ダーテング,通常,わざマシン,,エアカッター
ダーテング,通常,わざマシン,,がんせきふうじ
ダーテング,通常,タマゴ,,じんつうりき
ダーテング,通常,わざマシン,,タネマシンガン
ダーテング,通常,わざマシン,,つばめがえし
ダーテング,通常,わざマシン,,マジカルリーフ
ダーテング,通常,レベルアップ,0,リーフブレード
ダーテング,通常,わざマシン,,おいかぜ
ダーテング,通常,レベルアップ,1,しっぺがえし
ダーテング,通常,わざマシン,,なげつける
ダーテング,通常,タマゴ,,なやみのタネ
ダーテング,通常,タマゴ,,ふいうち
ダーテング,通常,わざマシン,,どくびし
ダーテング,通常,わざマシン,,あくのはどう
ダーテング,通常,タマゴ,,つじぎり
ダーテング,通常,わざマシン,,タネばくだん
ダーテング,通常,わざマシン,,エアスラッシュ
ダーテング,通常,わざマシン,,シザークロス
ダーテング,通常,わざマシン,,しんくうは
ダーテング,通常,わざマシン,,きあいだま
ダーテング,通常,わざマシン,,エナジーボール
ダーテング,通常,わざマシン,,ギガインパクト
ダーテング,通常,わざマシン,,わるだくみ
ダーテング,通常,タマゴ,,きりばらい
ダーテング,通常,わざマシン,,リーフストーム
ダーテング,通常,わざマシン,,くさむすび
ダーテング,通常,わざマシン,,ローキック
ダーテング,通常,わざマシン,,イカサマ
ダーテング,通常,わざマシン,,たたりめ
ダーテング,通常,レベルアップ,1,ぼうふう
ダーテング,通常,わざマシン,,ぼうふう
ダーテング,通常,わざマシン,,バークアウト
ダーテング,通常,わざマシン,,はなふぶき
ダーテング,通常,わざマシン,,グラスフィールド
ダーテング,通常,わざマシン,,ソーラーブレード
ダーテング,通常,わざマシン,,じごくづき
ダーテング,通常,わざマシン,,グラススライダー
ダーテング,通常,わざマシン,,うっぷんばらし
ダーテング,通常,わざマシン,,テラバースト
ダーテング,通常,わざマシン,,くさわけ
ダーテング,通常,わざマシン,,ひやみず
ダーテング,通常,わざマシン,,はやてがえし
キャモメ,通常,タマゴ,,かぜおこし
キャモメ,通常,レベルアップ,15,つばさでうつ
キャモメ,通常,わざマシン,,そらをとぶ
キャモメ,通常,わざマシン,,とっしん
キャモメ,通常,レベルアップ,1,なきごえ
キャモメ,通常,レベルアップ,10,ちょうおんぱ
キャモメ,通常,レベルアップ,35,しろいきり
キャモメ,通常,レベルアップ,1,みずでっぽう
キャモメ,通常,わざマシン,,ハイドロポンプ
キャモメ,通常,わざマシン,,なみのり
キャモメ,通常,わざマシン,,れいとうビーム
キャモメ,通常,わざマシン,,ふぶき
キャモメ,通常,レベルアップ,26,こうそくいどう
キャモメ,通常,わざマシン,,こうそくいどう
キャモメ,通常,レベルアップ,5,でんこうせっか
キャモメ,通常,わざマシン,,たきのぼり
キャモメ,通常,わざマシン,,スピードスター
キャモメ,通常,わざマシン,,ねむる
キャモメ,通常,わざマシン,,みがわり
キャモメ,通常,わざマシン,,どろぼう
キャモメ,通常,わざマシン,,まもる
キャモメ,通常,わざマシン,,こごえるかぜ
キャモメ,通常,わざマシン,,こらえる
キャモメ,通常,わざマシン,,ねごと
キャモメ,通常,タマゴ,,たつまき
キャモメ,通常,わざマシン,,あまごい
キャモメ,通常,わざマシン,,うずしお
キャモメ,通常,わざマシン,,からげんき
キャモメ,通常,わざマシン,,てだすけ
キャモメ,通常,タマゴ,,はたきおとす
キャモメ,通常,わざマシン,,はたきおとす
キャモメ,通常,わざマシン,,フェザーダンス
キャモメ,通常,タマゴ,,エアカッター
キャモメ,通常,わざマシン,,エアカッター
キャモメ,通常,わざマシン,,だくりゅう
キャモメ,通常,タマゴ,,つばめがえし
キャモメ,通常,わざマシン,,つばめがえし
キャモメ,通常,レベルアップ,20,みずのはどう
キャモメ,通常,わざマシン,,みずのはどう
キャモメ,通常,レベルアップ,40,はねやすめ
キャモメ,通常,わざマシン,,おいかぜ
キャモメ,通常,わざマシン,,とんぼがえり
キャモメ,通常,タマゴ,,アクアリング
キャモメ,通常,レベルアップ,30,エアスラッシュ
キャモメ,通常,わざマシン,,エアスラッシュ
キャモメ,通常,わざマシン,,ブレイブバード
キャモメ,通常,タマゴ,,ワイドガード
キャモメ,通常,タマゴ,,みずびたし
キャモメ,通常,わざマシン,,アクロバット
キャモメ,通常,レベルアップ,45,ぼうふう
キャモメ,通常,わざマシン,,ぼうふう
キャモメ,通常,わざマシン,,アクアブレイク
キャモメ,通常,わざマシン,,ダブルウイング
キャモメ,通常,わざマシン,,テラバースト
キャモメ,通常,わざマシン,,ゆきげしき
キャモメ,通常,わざマシン,,ひやみず
ペリッパー,通常,レベルアップ,15,つばさでうつ
ペリッパー,通常,わざマシン,,そらをとぶ
ペリッパー,通常,わざマシン,,のしかかり
ペリッパー,通常,わざマシン,,とっしん
ペリッパー,通常,レベルアップ,1,なきごえ
ペリッパー,通常,レベルアップ,1,ちょうおんぱ
ペリッパー,通常,レベルアップ,41,しろいきり
ペリッパー,通常,レベルアップ,1,みずでっぽう
ペリッパー,通常,レベルアップ,62,ハイドロポンプ
ペリッパー,通常,わざマシン,,ハイドロポンプ
ペリッパー,通常,わざマシン,,なみのり
ペリッパー,通常,わざマシン,,れいとうビーム
ペリッパー,通常,わざマシン,,ふぶき
ペリッパー,通常,わざマシン,,はかいこうせん
ペリッパー,通常,レベルアップ,1,こうそくいどう
ペリッパー,通常,わざマシン,,こうそくいどう
ペリッパー,通常,レベルアップ,1,でんこうせっか
ペリッパー,通常,わざマシン,,たきのぼり
ペリッパー,通常,わざマシン,,スピードスター
ペリッパー,通常,わざマシン,,ねむる
ペリッパー,通常,わざマシン,,みがわり
ペリッパー,通常,わざマシン,,どろぼう
ペリッパー,通常,レベルアップ,1,まもる
ペリッパー,通常,わざマシン,,まもる
ペリッパー,通常,わざマシン,,こごえるかぜ
ペリッパー,通常,わざマシン,,こらえる
ペリッパー,通常,わざマシン,,ねごと
ペリッパー,通常,わざマシン,,あまごい
ペリッパー,通常,わざマシン,,うずしお
ペリッパー,通常,レベルアップ,28,たくわえる
ペリッパー,通常,レベルアップ,28,はきだす
ペリッパー,通常,レベルアップ,28,のみこむ
ペリッパー,通常,わざマシン,,からげんき
ペリッパー,通常,わざマシン,,てだすけ
ペリッパー,通常,わざマシン,,はたきおとす
ペリッパー,通常,わざマシン,,フェザーダンス
ペリッパー,通常,わざマシン,,ウェザーボール
ペリッパー,通常,わざマシン,,エアカッター
ペリッパー,通常,わざマシン,,だくりゅう
ペリッパー,通常,わざマシン,,つばめがえし
ペリッパー,通常,レベルアップ,20,みずのはどう
ペリッパー,通常,わざマシン,,みずのはどう
ペリッパー,通常,レベルアップ,48,はねやすめ
ペリッパー,通常,レベルアップ,1,おいかぜ
ペリッパー,通常,わざマシン,,おいかぜ
ペリッパー,通常,わざマシン,,とんぼがえり
ペリッパー,通常,レベルアップ,34,なげつける
ペリッパー,通常,わざマシン,,なげつける
ペリッパー,通常,わざマシン,,タネばくだん
ペリッパー,通常,レベルアップ,1,エアスラッシュ
ペリッパー,通常,わざマシン,,エアスラッシュ
ペリッパー,通常,わざマシン,,ブレイブバード
ペリッパー,通常,わざマシン,,ギガインパクト
ペリッパー,通常,わざマシン,,ダストシュート
ペリッパー,通常,タマゴ,,ワイドガード
ペリッパー,通常,レベルアップ,1,みずびたし
ペリッパー,通常,わざマシン,,アクロバット
ペリッパー,通常,レベルアップ,55,ぼうふう
ペリッパー,通常,わざマシン,,ぼうふう
ペリッパー,通常,わざマシン,,アクアブレイク
ペリッパー,通常,わざマシン,,ダブルウイング
ペリッパー,通常,わざマシン,,テラバースト
ペリッパー,通常,わざマシン,,ゆきげしき
ペリッパー,通常,わざマシン,,ひやみず
ラルトス,通常,わざマシン,,ほのおのパンチ
ラルトス,通常,わざマシン,,れいとうパンチ
ラルトス,通常,わざマシン,,かみなりパンチ
ラルトス,通常,わざマシン,,のしかかり
ラルトス,通常,レベルアップ,1,なきごえ
ラルトス,通常,タマゴ,,かなしばり
ラルトス,通常,レベルアップ,18,サイケこうせん
ラルトス,通常,わざマシン,,サイケこうせん
ラルトス,通常,わざマシン,,10まんボルト
ラルトス,通常,わざマシン,,でんじは
ラルトス,通常,レベルアップ,6,ねんりき
ラルトス,通常,レベルアップ,30,サイコキネシス
ラルトス,通常,わざマシン,,サイコキネシス
ラルトス,通常,レベルアップ,9,さいみんじゅつ
ラルトス,通常,レベルアップ,15,テレポート
ラルトス,通常,レベルアップ,3,かげぶんしん
ラルトス,通常,タマゴ,,あやしいひかり
ラルトス,通常,わざマシン,,あやしいひかり
ラルトス,通常,わざマシン,,ひかりのかべ
ラルトス,通常,わざマシン,,リフレクター
ラルトス,通常,わざマシン,,ゆびをふる
ラルトス,通常,わざマシン,,スピードスター
ラルトス,通常,レベルアップ,36,ゆめくい
ラルトス,通常,わざマシン,,ねむる
ラルトス,通常,わざマシン,,みがわり
ラルトス,通常,わざマシン,,どろぼう
ラルトス,通常,わざマシン,,まもる
ラルトス,通常,タマゴ,,みちづれ
ラルトス,通常,わざマシン,,こごえるかぜ
ラルトス,通常,わざマシン,,こらえる
ラルトス,通常,レベルアップ,24,あまえる
ラルトス,通常,わざマシン,,あまえる
ラルトス,通常,タマゴ,,くろいまなざし
ラルトス,通常,わざマシン,,ねごと
ラルトス,通常,わざマシン,,いたみわけ
ラルトス,通常,わざマシン,,アンコール
ラルトス,通常,わざマシン,,あまごい
ラルトス,通常,わざマシン,,にほんばれ
ラルトス,通常,わざマシン,,じこあんじ
ラルトス,通常,わざマシン,,シャドーボール
ラルトス,通常,レベルアップ,39,みらいよち
ラルトス,通常,わざマシン,,みらいよち
ラルトス,通常,わざマシン,,おにび
ラルトス,通常,タマゴ,,おきみやげ
ラルトス,通常,わざマシン,,からげんき
ラルトス,通常,わざマシン,,ちょうはつ
ラルトス,通常,わざマシン,,てだすけ
ラルトス,通常,わざマシン,,トリック
ラルトス,通常,タマゴ,,はたきおとす
ラルトス,通常,わざマシン,,はたきおとす
ラルトス,通常,わざマシン,,スキルスワップ
ラルトス,通常,わざマシン,,ふういん
ラルトス,通常,わざマシン,,ハイパーボイス
ラルトス,通常,わざマシン,,マジカルリーフ
ラルトス,通常,レベルアップ,27,めいそう
ラルトス,通常,わざマシン,,めいそう
ラルトス,通常,わざマシン,,なげつける
ラルトス,通常,タマゴ,,かげうち
ラルトス,通常,わざマシン,,しねんのずつき
ラルトス,通常,わざマシン,,トリックルーム
ラルトス,通常,わざマシン,,くさむすび
ラルトス,通常,わざマシン,,チャージビーム
ラルトス,通常,わざマシン,,サイコショック
ラルトス,通常,わざマシン,,アシストパワー
ラルトス,通常,レベルアップ,33,いやしのはどう
ラルトス,通常,レベルアップ,1,チャームボイス
ラルトス,通常,わざマシン,,チャームボイス
ラルトス,通常,レベルアップ,12,ドレインキッス
ラルトス,通常,わざマシン,,ドレインキッス
ラルトス,通常,わざマシン,,ミストフィールド
ラルトス,通常,タマゴ,,マジカルフレイム
ラルトス,通常,わざマシン,,マジカルシャイン
ラルトス,通常,わざマシン,,サイコフィールド
ラルトス,通常,レベルアップ,21,いのちのしずく
ラルトス,通常,わざマシン,,ワイドフォース
ラルトス,通常,わざマシン,,テラバースト
ラルトス,通常,わざマシン,,みわくのボイス
キルリア,通常,わざマシン,,ほのおのパンチ
キルリア,通常,わざマシン,,れいとうパンチ
キルリア,通常,わざマシン,,かみなりパンチ
キルリア,通常,わざマシン,,のしかかり
キルリア,通常,レベルアップ,1,なきごえ
キルリア,通常,レベルアップ,18,サイケこうせん
キルリア,通常,わざマシン,,サイケこうせん
キルリア,通常,わざマシン,,はかいこうせん
キルリア,通常,わざマシン,,10まんボルト
キルリア,通常,わざマシン,,でんじは
キルリア,通常,レベルアップ,1,ねんりき
キルリア,通常,レベルアップ,38,サイコキネシス
キルリア,通常,わざマシン,,サイコキネシス
キルリア,通常,レベルアップ,9,さいみんじゅつ
キルリア,通常,レベルアップ,15,テレポート
キルリア,通常,レベルアップ,1,かげぶんしん
キルリア,通常,わざマシン,,あやしいひかり
キルリア,通常,わざマシン,,ひかりのかべ
キルリア,通常,わざマシン,,リフレクター
キルリア,通常,わざマシン,,ゆびをふる
キルリア,通常,わざマシン,,スピードスター
キルリア,通常,レベルアップ,48,ゆめくい
キルリア,通常,わざマシン,,ねむる
キルリア,通常,わざマシン,,みがわり
キルリア,通常,わざマシン,,どろぼう
キルリア,通常,わざマシン,,まもる
キルリア,通常,わざマシン,,こごえるかぜ
キルリア,通常,わざマシン,,こらえる
キルリア,通常,レベルアップ,28,あまえる
キルリア,通常,わざマシン,,あまえる
キルリア,通常,わざマシン,,ねごと
キルリア,通常,わざマシン,,いたみわけ
キルリア,通常,わざマシン,,アンコール
キルリア,通常,わざマシン,,あまごい
キルリア,通常,わざマシン,,にほんばれ
キルリア,通常,わざマシン,,じこあんじ
キルリア,通常,わざマシン,,シャドーボール
キルリア,通常,レベルアップ,53,みらいよち
キルリア,通常,わざマシン,,みらいよち
キルリア,通常,わざマシン,,おにび
キルリア,通常,わざマシン,,からげんき
キルリア,通常,わざマシン,,ちょうはつ
キルリア,通常,わざマシン,,てだすけ
キルリア,通常,わざマシン,,トリック
キルリア,通常,わざマシン,,はたきおとす
キルリア,通常,わざマシン,,スキルスワップ
キルリア,通常,わざマシン,,ふういん
キルリア,通常,わざマシン,,ハイパーボイス
キルリア,通常,わざマシン,,マジカルリーフ
キルリア,通常,レベルアップ,33,めいそう
キルリア,通常,わざマシン,,めいそう
キルリア,通常,わざマシン,,なげつける
キルリア,通常,わざマシン,,しねんのずつき
キルリア,通常,わざマシン,,トリックルーム
キルリア,通常,わざマシン,,くさむすび
キルリア,通常,わざマシン,,チャージビーム
キルリア,通常,わざマシン,,サイコショック
キルリア,通常,わざマシン,,アシストパワー
キルリア,通常,レベルアップ,43,いやしのはどう
キルリア,通常,レベルアップ,1,チャームボイス
キルリア,通常,わざマシン,,チャームボイス
キルリア,通常,レベルアップ,12,ドレインキッス
キルリア,通常,わざマシン,,ドレインキッス
キルリア,通常,わざマシン,,ミストフィールド
キルリア,通常,わざマシン,,マジカルシャイン
キルリア,通常,わざマシン,,サイコフィールド
キルリア,通常,レベルアップ,23,いのちのしずく
キルリア,通常,わざマシン,,ワイドフォース
キルリア,通常,わざマシン,,トリプルアクセル
キルリア,通常,わざマシン,,テラバースト
キルリア,通常,わざマシン,,みわくのボイス
サーナイト,通常,わざマシン,,ほのおのパンチ
サーナイト,通常,わざマシン,,れいとうパンチ
サーナイト,通常,わざマシン,,かみなりパンチ
サーナイト,通常,わざマシン,,のしかかり
サーナイト,通常,レベルアップ,1,なきごえ
サーナイト,通常,レベルアップ,18,サイケこうせん
サーナイト,通常,わざマシン,,サイケこうせん
サーナイト,通常,わざマシン,,はかいこうせん
サーナイト,通常,わざマシン,,10まんボルト
サーナイト,通常,わざマシン,,でんじは
サーナイト,通常,レベルアップ,1,ねんりき
サーナイト,通常,レベルアップ,42,サイコキネシス
サーナイト,通常,わざマシン,,サイコキネシス
サーナイト,通常,レベルアップ,9,さいみんじゅつ
サーナイト,通常,レベルアップ,15,テレポート
サーナイト,通常,わざマシン,,ナイトヘッド
サーナイト,通常,レベルアップ,1,かげぶんしん
サーナイト,通常,わざマシン,,あやしいひかり
サーナイト,通常,わざマシン,,ひかりのかべ
サーナイト,通常,わざマシン,,リフレクター
サーナイト,通常,わざマシン,,ゆびをふる
サーナイト,通常,わざマシン,,スピードスター
サーナイト,通常,レベルアップ,56,ゆめくい
サーナイト,通常,わざマシン,,ねむる
サーナイト,通常,わざマシン,,みがわり
サーナイト,通常,わざマシン,,どろぼう
サーナイト,通常,わざマシン,,まもる
サーナイト,通常,わざマシン,,こごえるかぜ
サーナイト,通常,わざマシン,,こらえる
サーナイト,通常,レベルアップ,1,あまえる
サーナイト,通常,わざマシン,,あまえる
サーナイト,通常,わざマシン,,ねごと
サーナイト,通常,わざマシン,,いたみわけ
サーナイト,通常,わざマシン,,アンコール
サーナイト,通常,わざマシン,,あまごい
サーナイト,通常,わざマシン,,にほんばれ
サーナイト,通常,わざマシン,,じこあんじ
サーナイト,通常,わざマシン,,シャドーボール
サーナイト,通常,レベルアップ,63,みらいよち
サーナイト,通常,わざマシン,,みらいよち
サーナイト,通常,わざマシン,,おにび
サーナイト,通常,わざマシン,,からげんき
サーナイト,通常,わざマシン,,ちょうはつ
サーナイト,通常,わざマシン,,てだすけ
サーナイト,通常,わざマシン,,トリック
サーナイト,通常,レベルアップ,28,ねがいごと
サーナイト,通常,わざマシン,,はたきおとす
サーナイト,通常,わざマシン,,スキルスワップ
サーナイト,通常,わざマシン,,ふういん
サーナイト,通常,わざマシン,,ハイパーボイス
サーナイト,通常,わざマシン,,マジカルリーフ
サーナイト,通常,レベルアップ,35,めいそう
サーナイト,通常,わざマシン,,めいそう
サーナイト,通常,わざマシン,,じゅうりょく
サーナイト,通常,レベルアップ,1,いやしのねがい
サーナイト,通常,わざマシン,,なげつける
サーナイト,通常,わざマシン,,はどうだん
サーナイト,通常,わざマシン,,しんくうは
サーナイト,通常,わざマシン,,きあいだま
サーナイト,通常,わざマシン,,エナジーボール
サーナイト,通常,わざマシン,,ギガインパクト
サーナイト,通常,わざマシン,,しねんのずつき
サーナイト,通常,わざマシン,,トリックルーム
サーナイト,通常,わざマシン,,くさむすび
サーナイト,通常,わざマシン,,チャージビーム
サーナイト,通常,わざマシン,,サイコショック
サーナイト,通常,わざマシン,,アシストパワー
サーナイト,通常,レベルアップ,1,いやしのはどう
サーナイト,通常,レベルアップ,1,チャームボイス
サーナイト,通常,わざマシン,,チャームボイス
サーナイト,通常,レベルアップ,12,ドレインキッス
サーナイト,通常,わざマシン,,ドレインキッス
サーナイト,通常,レベルアップ,1,ミストフィールド
サーナイト,通常,わざマシン,,ミストフィールド
サーナイト,通常,レベルアップ,49,ムーンフォース
サーナイト,通常,レベルアップ,1,マジカルフレイム
サーナイト,通常,レベルアップ,0,マジカルシャイン
サーナイト,通常,わざマシン,,マジカルシャイン
サーナイト,通常,わざマシン,,サイコフィールド
サーナイト,通常,レベルアップ,23,いのちのしずく
サーナイト,通常,わざマシン,,ワイドフォース
サーナイト,通常,わざマシン,,ミストバースト
サーナイト,通常,わざマシン,,トリプルアクセル
サーナイト,通常,わざマシン,,テラバースト
サーナイト,通常,わざマシン,,みわくのボイス
サーナイト,通常,わざマシン,,サイコノイズ
アメタマ,通常,わざマシン,,とっしん
アメタマ,通常,レベルアップ,25,しろいきり
アメタマ,通常,レベルアップ,1,みずでっぽう
アメタマ,通常,タマゴ,,ハイドロポンプ
アメタマ,通常,わざマシン,,ハイドロポンプ
アメタマ,通常,わざマシン,,なみのり
アメタマ,通常,わざマシン,,れいとうビーム
アメタマ,通常,わざマシン,,ふぶき
アメタマ,通常,タマゴ,,サイケこうせん
アメタマ,通常,わざマシン,,サイケこうせん
アメタマ,通常,レベルアップ,17,バブルこうせん
アメタマ,通常,わざマシン,,ソーラービーム
アメタマ,通常,レベルアップ,22,こうそくいどう
アメタマ,通常,わざマシン,,こうそくいどう
アメタマ,通常,レベルアップ,6,でんこうせっか
アメタマ,通常,レベルアップ,25,くろいきり
アメタマ,通常,わざマシン,,くろいきり
アメタマ,通常,わざマシン,,たきのぼり
アメタマ,通常,わざマシン,,きゅうけつ
アメタマ,通常,わざマシン,,ねむる
アメタマ,通常,わざマシン,,みがわり
アメタマ,通常,わざマシン,,どろぼう
アメタマ,通常,わざマシン,,まもる
アメタマ,通常,わざマシン,,どろかけ
アメタマ,通常,わざマシン,,こごえるかぜ
アメタマ,通常,わざマシン,,ギガドレイン
アメタマ,通常,わざマシン,,こらえる
アメタマ,通常,わざマシン,,ねごと
アメタマ,通常,レベルアップ,35,バトンタッチ
アメタマ,通常,わざマシン,,バトンタッチ
アメタマ,通常,レベルアップ,9,あまいかおり
アメタマ,通常,わざマシン,,あまごい
アメタマ,通常,わざマシン,,にほんばれ
アメタマ,通常,わざマシン,,じこあんじ
アメタマ,通常,わざマシン,,シャドーボール
アメタマ,通常,わざマシン,,からげんき
アメタマ,通常,わざマシン,,てだすけ
アメタマ,通常,タマゴ,,マッドショット
アメタマ,通常,わざマシン,,マッドショット
アメタマ,通常,わざマシン,,みずのはどう
